id,name,description,created_at,updated_at,mark_id,product_type_id,category_id,image_file_name,image_content_type,image_file_size,image_updated_at,outlet,sale,new_collection,copy_desc,old_price,outlet_price
2886,NEW YORK,Mochila con asas en eco-piel de la firma CAMINATTA. (V25418082). ,2018-03-09 18:45:59.715226,2018-03-26 14:15:53.694143,17,15,1,DSCF7768.jpg,image/jpeg,63827,2018-03-09 18:45:57.749076,0,,1,,,
1420,NEW  GENERATION,"Bolso caballero de la firma NATIONAL GEOGRAPHIC,  en fibra resistente al agua, con asa de mano y correa de colgar y dos departamentos independientes. Dimensiones: 24x19x8 cm. (4n0460189)",2016-02-19 20:26:37.78252,2016-10-06 15:23:10.699577,44,38,2,DSCF3620.jpg,image/jpeg,58207,2016-10-05 19:15:42.494525,0,,,,,
59,Accesorios viaje,Porta-documentos cuello SAMSONITE. Disponible en gris y beig.,2014-05-19 17:17:05.23968,2014-07-22 16:04:12.865965,3,12,3,DSCF4468.jpg,image/jpeg,97923,2014-07-22 16:04:09.804188,0,,,Porta-documentos cuello SAMSONITE. Disponible en gris y beig.,,
499,PACIFIC,"Bolsos caballero BELLIDO en fibra y piel con bolsillo para móvil, tarjetero y compartimento exterior com cremallera. Disponible también en negro.",2014-09-11 19:05:14.555919,2015-12-24 16:22:12.888857,19,38,2,DSCF4679.jpg,image/jpeg,92940,2014-09-11 19:05:12.381813,0,,,"Bolsos caballero BELLIDO en fibra y piel con bolsillo para móvil, tarjetero y compartimento exterior com cremallera. Disponible también en negro.",,
1295,TOPAS,Attache de aluminio con doble cierre y sistema de apertura automática especial para portatil. ,2015-11-10 16:21:59.317435,2017-04-22 17:07:54.349598,5,7,3,DSCF2127.jpg,image/jpeg,62696,2017-04-20 10:48:31.347878,0,,,,,
2902,MEMPHIS,Mochila en eco-piel de la firma CAMINATTA. (V552082),2018-03-09 20:11:22.176544,2018-03-09 20:12:26.063829,17,15,1,DSCF7795.jpg,image/jpeg,60642,2018-03-09 20:11:12.787094,0,,1,,,
2957,DYNAMO,Maleta-spinner cabina de SAMSONITE. (80D009003). Antes: 139 € - Ahora: 97.30 €,2018-03-20 18:18:57.182135,2018-03-20 18:33:58.787844,3,7,3,DSCF7953.jpg,image/jpeg,66564,2018-03-20 18:18:53.81987,1,,0,,,
53,Accesorios viaje,"Set  de envases para aseo de la marca SAMSONITE, con tapones de rosca, de pulverización o aerosol para champú, acondicionador, laca, perfume, enjuague bucal....Cumple con las normativas de la TSA Y LA BAA.",2014-05-19 16:39:00.978377,2014-07-22 17:14:48.029505,3,12,3,DSCF4475.jpg,image/jpeg,99367,2014-07-22 17:14:42.838141,0,,,"Set  de envases para aseo de la marca SAMSONITE, con tapones de rosca, de pulverización o aerosol para champú, acondicionador, laca, perfume, enjuague bucal....Cumple con las normativas de la TSA Y LA BAA.",,
2850,MANHATTAN,Mochila en piel con picado con las tiras y asa de mano en contraste de color de MANDARINA ( P10SRT66 ).,2018-02-07 18:28:36.821363,2018-04-04 16:54:00.832193,2,15,1,DSCF2472.jpg,image/jpeg,64374,2018-02-07 18:28:32.832016,0,,1,,,
663,LITE-LOCKED,"Maleta-spinner SAMSONITE, combina tecnología exclusiva Curv con un sistema de cierre de tres puntos, lo que le confiere una ligereza y resistencia super y una seguridad extrema. Disponible dos tamaños y tres  colores: azul, negro y blanco. Esta colección se fabrica en Europa.",2014-10-09 15:03:35.64465,2014-10-14 17:18:58.575882,3,7,3,unnamed_(29).jpg,image/jpeg,93901,2014-10-09 15:03:34.757712,0,,,"Maleta spinner SAMSONITE, combina tecnología exclusiva Curv con un sistema de cierre de tres puntos, lo que le confiere una ligereza y resistencia super y una seguridad extrema. Disponible dos tamaños y tres  colores: azul, negro y blanco.",,
111,"",Cinturón piel BELLIDO tipo castellano. (3400321201),2014-05-24 17:37:05.358025,2015-03-18 16:49:15.121942,19,3,2,cinturón_castellano.jpg,image/jpeg,88872,2014-06-26 19:41:50.693067,0,,,Cinturón piel BELLIDO tipo castellano.,,
29,SCHOOL,"Mochila HIGH SIERRA  Merriam con compartimento para tablet, bolsillo para bebida, organizador múltiples bolsillos, cintas elásticas para equipaje adicional y panel trasero acolchado. Disponible en  gris/verde  (X41034003).",2014-05-13 18:00:52.197961,2016-05-24 09:15:27.220706,36,40,5,DSCF5579.jpg,image/jpeg,97177,2014-10-24 17:02:56.692743,0,,,"Mochila High Sierra Merriam con compartimento para tablet, bolsillo para bebida, organizador múltiples bolsillos, cintas elasticas para equipaje adicional y panel trasero acolchado. Disponible en azul claro/blanco/rosa y gris/verde/coral. ",,
2959,DYNAMO,Malata-spinner cabina de SAMSONITE. (80D000003). Antes: 139 € - Ahora: 97.30 €,2018-03-20 18:49:52.310071,2018-03-20 18:51:10.144686,3,7,3,DSCF7956.jpg,image/jpeg,62618,2018-03-20 18:49:50.663706,1,,0,,,
2854,MD20,Neceseres en fibra con bolsillo exterior de MANDARINA ( p10qmm02 ).,2018-02-07 18:30:16.115066,2018-04-04 16:27:23.366155,2,8,3,DSCF2483.jpg,image/jpeg,53417,2018-02-07 18:30:13.204431,0,,1,,,
1601,HERITAGE,Billetera-monedero  MANDARINA DUCK en piel granulada y cierre de cremallera metálica. (142fcp0510k).,2016-03-28 11:35:21.109503,2018-01-08 19:14:06.344016,2,2,1,DSCF2267.jpg,image/jpeg,83315,2017-10-14 15:07:40.091537,0,,1,,,
1948,FOULARD,Foulard de la firma PASSIGATTI 100% viscosa. (16113108). Antes: 25 euros - Ahora: 12.50 euros.,2016-10-01 14:59:37.497389,2016-10-08 11:29:12.089411,21,4,1,DSCF3514.jpg,image/jpeg,65414,2016-10-01 14:59:34.106634,1,,,,,
2852,MD20,Mochila en fibra de la firma MANDARINA ( p10qmtt1 ).,2018-02-07 18:29:26.384264,2018-04-04 16:54:20.195558,2,15,1,DSCF2478.jpg,image/jpeg,61076,2018-02-07 18:29:23.623078,0,,1,,,
3014,SAUVAGE,"Bolso mochila piel de ALBRTINI ( AC1671015 ). Disponible también en negro, beis y cuero.",2018-04-13 11:56:32.66917,2018-04-25 15:10:38.452816,54,15,1,DSCF2554.jpg,image/jpeg,66474,2018-04-13 11:56:30.525588,0,,1,,,
2464,MEKONG,Bolso bandolera de la firma CAMINATTA en eco-piel con dos departamentos independientes y bolsillos exteriores delante y detrás. Disponible en tejano (A10509082). Antes: 55 € -Ahora: 38.50 €,2017-09-13 15:47:26.660544,2018-04-27 13:06:01.098652,17,37,1,DSCF7382.jpg,image/jpeg,65912,2018-01-18 11:48:56.44299,1,,0,,,
2091,CITYVIBE,"Mochila expandible de la firma SAMSONITE con departamento para ordenador de 13""-14"" y multibolsillos. (42V008003)",2016-11-23 20:30:47.653512,2018-03-20 18:13:13.874772,3,15,4,DSCF4218.jpg,image/jpeg,59594,2016-11-23 20:30:46.317951,0,,0,,,
2853,MD20,Mochila en fibra de la firma MANDARINA ( p10qmtz4 ).,2018-02-07 18:29:51.537911,2018-04-04 16:54:38.17751,2,15,1,DSCF2479.jpg,image/jpeg,62201,2018-02-07 18:29:47.617463,0,,1,,,
2726,PRARIE,Bolso bandolera de la firma HEDGREN en fibra. (HIC247OU). Antes: 76 euros - Ahora: 45.60 euros.,2017-11-04 17:56:50.120965,2018-01-30 19:33:59.172012,26,38,1,DSCF6883.jpg,image/jpeg,55528,2017-11-04 17:56:49.020976,1,,0,,,
3017,SAUVAGE,Bolso serraje de la firma ALBERTINI. ( AC193015 ).,2018-04-13 11:58:09.404394,2018-04-13 17:59:55.246967,54,36,1,DSCF2560.jpg,image/jpeg,61476,2018-04-13 11:58:07.28646,0,,1,,,
1216,S´CURE,"Maletas-spinner de la firma SAMSONITE en polipropileno, material FLOWLITE, con cierre 3 anclajes super ligera y resistente. Disponible en rojo, negro, azul acua,  azul pacifico y azul marino. Fabricada en Europa. PROMOCIÓN: 20% Dto.",2015-10-27 18:16:17.511401,2016-11-08 17:54:19.653449,3,7,3,DSCF1042.jpg,image/jpeg,83697,2015-10-27 18:16:13.984804,0,,,,,
2659,SAMMIES,Maleta troley con dos ruedas y tirador de SAMSONITE ( CDOO9001).,2017-10-23 17:18:16.908678,2017-10-23 17:26:26.832469,3,7,3,DSCF2370.jpg,image/jpeg,63447,2017-10-23 17:18:16.287688,0,,,,,
2761,CHANEL,Chanel piel  (7001075OU). Antes: 70 € -Ahora: 49 €,2018-01-30 16:05:26.670792,2018-04-27 10:30:27.305786,59,36,1,DSCF7445.jpg,image/jpeg,61690,2018-01-30 16:05:25.132329,1,,0,,,
2090,X'BLADE,Neceser de la firma SAMSONITE con separador interior. (04N009017),2016-11-23 20:26:46.698981,2016-11-29 17:01:05.121222,3,8,3,DSCF4216.jpg,image/jpeg,52272,2016-11-23 20:26:45.461041,0,,,,,
2810,MOCHILA,Mochila piel. (0508003OU). Antes: 90 € - Ahora: 63 €,2018-02-01 17:17:28.190032,2018-04-27 10:36:51.970922,59,36,1,DSCF7523.jpg,image/jpeg,61439,2018-02-01 17:17:26.354056,1,,0,,,
2905,SAN FRANCISCO,Mochila en eco-piel de la firma CAMINATTA. (V23603082),2018-03-14 17:31:59.138438,2018-03-14 19:06:14.692784,17,15,1,DSCF7850.jpg,image/jpeg,60786,2018-03-14 17:31:57.481697,0,,1,,,
2579,CHAL,Chal de la firma PASSIGATTI  65% polyester - 35% viscosa. (17213205). Antes: 35 € - Ahora: 24.50 €,2017-10-05 10:52:34.503482,2018-04-28 10:46:38.48548,21,4,1,DSCF6584.jpg,image/jpeg,74368,2017-10-05 10:53:22.595815,1,,0,,,
2554,ZAPATILLAS SRA.,"Zapatilla forradas de borreguillo, cuadros, confortables y sport, lavables en agua fría (93415). Nº- 36 Y 39 Antes: 25 € - Ahora: 17.50 €",2017-10-02 11:13:58.368659,2018-04-28 12:21:20.335767,6,6,1,DSCF6495.jpg,image/jpeg,63283,2017-10-02 11:13:54.667777,1,,0,,,
2960,DYNAMO,Maleta-spinner mediana de SAMSONITE con expansible. (80d000004). Antes: 149 € - Ahora: 104.30 €,2018-03-20 18:54:33.527592,2018-03-20 18:56:08.804146,3,7,3,DSCF7958.jpg,image/jpeg,58059,2018-03-20 18:54:30.41065,1,,0,,,
2925,BOSTON,Billetera-monedero en eco-piel de la firma CAMINATTA. Azul (V815082). Cuero (V8121082). Rosa (V8118082),2018-03-14 20:37:18.739549,2018-03-15 16:09:24.42887,17,2,1,DSCF7885.jpg,image/jpeg,65591,2018-03-15 16:09:23.353143,0,,1,,,
2927,BOSTON,Monedero en eco-piel de la firma CAMINATTA. Rosa (V7718082). Cuero (V7721082). Azul (V775082),2018-03-14 20:45:00.79194,2018-03-14 20:47:08.307249,17,2,1,DSCF7881.jpg,image/jpeg,74936,2018-03-14 20:44:59.652039,0,,1,,,
2861,PERSEO,Mochila en eco-piel de CAMINATTA. (A21662082). Antes: 62 € - Ahora: 43.40 €,2018-02-13 14:41:52.684595,2018-02-13 14:43:04.463478,17,37,1,DSCF7607.jpg,image/jpeg,70831,2018-02-13 14:41:49.589442,1,,0,,,
3033,VESUBIO,Mochila en eco-piel de la firma CAMINATTA. (A2176082OU). Antes: 67 € - Ahora: 40.20 €,2018-04-20 15:34:28.398659,2018-04-20 15:36:19.011946,17,37,1,DSCF8045.jpg,image/jpeg,61716,2018-04-20 15:34:20.762975,1,,0,,,
3034,VESUBIO,Bolso tote en eco-piel de la firma CAMINATTA. (A2175082OU). Antes: 65 € - Ahora: 39 €,2018-04-20 15:37:36.116386,2018-04-20 15:38:50.65661,17,37,1,DSCF8046.jpg,image/jpeg,62504,2018-04-20 15:37:31.90478,1,,0,,,
2918,NEW ORLEANS,Bolso bandolera en eco-piel de la firma CAMINATTA. (V0118082),2018-03-14 19:00:35.875873,2018-03-14 19:01:54.543899,17,37,1,DSCF7870.jpg,image/jpeg,67538,2018-03-14 19:00:34.77084,0,,1,,,
2862,PERSEO,Bolso hobo en eco-piel de CAMINATTA. (A21622082). Antes: 54 € - Ahora: 37.80 €,2018-02-13 14:44:58.845772,2018-02-13 14:50:09.552235,17,37,1,DSCF7608.jpg,image/jpeg,60819,2018-02-13 14:44:56.411072,1,,0,,,
2864,HYDRA,Bolso-maletín en eco-piel de CAMINATTA. (A1421082). Antes: 65 € -- Ahora: 45.50 €,2018-02-13 14:59:20.029101,2018-02-13 15:00:56.094011,17,37,1,DSCF7610.jpg,image/jpeg,58614,2018-02-13 14:59:17.71655,1,,0,,,
2914,BOSTON,Bolso-mochila en eco-piel de la firma CAMINATTA. (V752082),2018-03-14 18:37:22.492118,2018-03-14 19:02:17.525533,17,15,1,DSCF7862.jpg,image/jpeg,60157,2018-03-14 18:37:18.350957,0,,1,,,
2906,CHICAGO,Bolso-mochila en eco-piel de la firma CAMINATTA. (V332082),2018-03-14 17:42:41.233452,2018-03-14 19:03:02.85154,17,15,1,DSCF7852.jpg,image/jpeg,67237,2018-03-14 17:42:40.156011,0,,1,,,
2916,BOSTON,Bolso en eco-piel de la firma CAMINATTA. (V7021082),2018-03-14 18:42:15.238566,2018-03-14 19:02:32.219779,17,37,1,DSCF7865.jpg,image/jpeg,66851,2018-03-14 18:42:12.620599,0,,1,,,
2917,NEW ORLEANS,Mochila en eco-piel de la firma CAMINATTA. (V0718082),2018-03-14 18:59:12.79863,2018-03-14 19:05:41.733362,17,15,1,DSCF7867.jpg,image/jpeg,68618,2018-03-14 18:59:10.467501,0,,1,,,
2911,MIAMI,Bolso bandolera en eco-piel de la firma CAMINATTA. (V915082),2018-03-14 18:14:12.637344,2018-03-14 19:04:11.866833,17,37,1,DSCF7858.jpg,image/jpeg,69239,2018-03-14 18:14:11.427376,0,,1,,,
2910,MIAMI,Bolso tote en eco-piel de la firma CAMINATTA con tira larga. (V9312082),2018-03-14 18:11:36.102377,2018-03-14 19:05:21.840501,17,37,1,DSCF7856.jpg,image/jpeg,66216,2018-03-14 18:11:34.850217,0,,1,,,
2904,SAN FRANCISCO,Bolso bandolera en eco-piel de la firma CAMINATTA. (V23101082),2018-03-14 17:26:22.746356,2018-03-14 19:06:53.716132,17,37,1,DSCF7849.jpg,image/jpeg,65346,2018-03-14 17:26:19.897518,0,,1,,,
3019,SAUVAGE,"Mochila piel de ALBERTINI ( AC1667015 ). Disponible también  en negro, beis y cuero.",2018-04-13 17:54:56.064067,2018-04-25 15:11:07.884053,54,15,1,DSCF2557.jpg,image/jpeg,72161,2018-04-13 17:54:54.918456,0,,1,,,
2581,CHAL,Chal de la firma PASSIGATTI  54%modal - 23% acrílico - 17% lana - 6% poliester. (17213124). Antes: 44  € - Ahora: 30.80 €,2017-10-05 11:25:46.523668,2018-04-28 10:52:08.667189,21,4,1,DSCF6559.jpg,image/jpeg,60670,2017-10-05 11:25:45.183761,1,,0,,,
2973,ZIGGZAGG,Maleta-spinner mediana de AMERICAN TOURISTER by Samsonite en policarbonato. (23G011002). Antes: 130 € - Ahora: 78 €,2018-03-21 16:01:12.034666,2018-03-21 16:02:41.229435,4,7,3,DSCF7979.jpg,image/jpeg,66330,2018-03-21 16:01:10.852726,1,,0,,,
2919,NEW ORLEANS,Bolso bandolera en eco-piel de la firma CAMINATTA. (V0118082),2018-03-14 19:07:21.550694,2018-03-14 19:08:26.015571,17,37,1,DSCF7870.jpg,image/jpeg,67538,2018-03-14 19:07:20.226915,0,,1,,,
2811,VOGUE L,Mochila en fibra de HEDGREN. (HIC11LOU). Antes: 79 € - Ahora: 47.40 €,2018-02-01 17:32:03.708306,2018-02-01 17:34:32.398753,26,38,1,DSCF7524.jpg,image/jpeg,55190,2018-02-01 17:32:02.109616,1,,0,,,
2977,BON AIR,Maleta-spinner cabina de AMERICAN TOURISTER by Samsonite en polipropileno. (85A014001). Antes: 110 € - Ahora: 77 €,2018-03-21 16:36:01.400332,2018-03-21 16:37:52.370196,4,7,3,DSCF7983.jpg,image/jpeg,70306,2018-03-21 16:35:58.779268,1,,0,,,
2921,NEW ORLEANS,Bolso shopping en eco-piel de la firma CAMINATTA. (V069082),2018-03-14 19:26:59.420316,2018-03-14 19:28:21.374509,17,36,1,DSCF7872.jpg,image/jpeg,71187,2018-03-14 19:26:57.549641,0,,1,,,
3038,CHEF,Bolso bowling en piel de la firma española CATS. (15373). Antes: 180 € - Ahora: 126 €,2018-04-21 14:25:00.344579,2018-04-21 14:27:04.618799,10,36,1,DSCF8074.jpg,image/jpeg,62122,2018-04-21 14:24:56.219463,1,,0,,,
2979,BON AIR,Maleta-spinner grande de AMERICAN TOURISTER by Samsonite en polipropileno. (85A014003). Antes: 140 € - Ahora: 98 €,2018-03-21 16:40:40.803349,2018-03-21 16:42:20.471597,4,7,3,DSCF7984.jpg,image/jpeg,66413,2018-03-21 16:40:39.316347,1,,0,,,
2980,BON AIR,Maleta-spinner cabina de AMERICAN TOURISTER by Samsonite en polipropileno. (85A070001). Antes: 110 € - Ahora: 77 €,2018-03-21 16:48:03.430484,2018-03-21 16:49:43.033043,4,7,3,DSCF7986.jpg,image/jpeg,63283,2018-03-21 16:48:02.130199,1,,0,,,
2689,RUSTIC,Bolso shopping en piel de la firma española ALBERTINI (AC1855). Antes: 155 euros - Ahora: 77.50 euros.,2017-11-03 16:00:13.07259,2018-03-16 20:00:03.214393,54,36,1,DSCF6822.jpg,image/jpeg,64652,2017-11-03 16:00:11.885429,1,,0,,,
2658,PIQUADRO,Billetera en piel de la firma italiana PIQUADRO disponible en marron ( pd1354b2 ).,2017-10-23 17:13:58.41188,2018-01-08 19:15:41.908534,8,2,1,DSCF2394.jpg,image/jpeg,66853,2017-10-23 17:13:56.756468,0,,1,,,
2926,BOSTON,Monedero en eco-piel de la firma CAMINATTA. Azul (V825082). Rosa (V8218082). Cuero (V8221082),2018-03-14 20:39:49.220581,2018-03-15 16:03:25.925028,17,2,1,DSCF7883.jpg,image/jpeg,75355,2018-03-15 16:03:24.462839,0,,1,,,
2922,NEW ORLEANS,Pouch en eco-piel de la firma CAMINATTA. Frambuesa (V01118082). Tejano (V0119082). Hielo (V0112082),2018-03-14 20:02:33.890686,2018-03-15 16:46:49.800282,17,2,1,DSCF7895.jpg,image/jpeg,76337,2018-03-15 16:46:48.175872,0,,1,,,
2757,CHANEL,Chanel piel  (7001075OU). Antes: 70 € - Ahora: 49 €,2018-01-30 15:52:21.939067,2018-04-27 10:30:42.275741,59,36,1,DSCF7440.jpg,image/jpeg,59338,2018-01-30 15:52:20.672275,1,,0,,,
2808,SHOPPING,Bolso shopping piel. (8303087OU).  Antes: 75 € - Ahora: 52.50 €,2018-02-01 17:14:30.972254,2018-04-27 10:41:20.344745,59,36,1,DSCF7521.jpg,image/jpeg,60472,2018-02-01 17:14:28.987132,1,,0,,,
2963,KLASSIK,Maleta-spinner cabina de SAMSONITE en policarbonato. (26N001901). Antes: 191 € - Ahora: 133.70 €,2018-03-21 12:07:40.308932,2018-03-21 12:15:33.745113,3,7,3,DSCF7968.jpg,image/jpeg,62163,2018-03-21 12:07:37.721319,1,,0,,,
2702,VESPER,Bolso tote de la firma HEDGREN en fibra. (HBPM11OU). Antes: 45 euros - Ahora: 27 euros.,2017-11-03 17:21:35.132749,2018-01-30 19:45:20.599888,26,38,1,DSCF7252.jpg,image/jpeg,53822,2017-12-19 14:09:42.103538,1,,0,,,
2966,KLASSIK,Maleta-spinner cabina de SAMSONITE en policarbonato. (26N005901). Antes: 191 € -Ahora: 133.70 €,2018-03-21 12:18:09.252968,2018-03-21 12:20:18.11496,3,7,3,DSCF7972.jpg,image/jpeg,55511,2018-03-21 12:18:07.086181,1,,0,,,
2913,MIAMI,Bolso-mochila en eco-piel de la firma CAMINATTA. (V942082),2018-03-14 18:22:02.440351,2018-03-14 19:04:51.238924,17,15,1,DSCF7861.jpg,image/jpeg,66801,2018-03-14 18:22:01.249147,0,,1,,,
2969,SUNBEAM,Maleta-spinner cabina de AMERICAN TOURISTER by Samsonite. (12G008002). Antes: 109 € - Ahora: 76.30 €,2018-03-21 15:40:33.962248,2018-03-21 15:43:06.941893,4,7,3,DSCF7975.jpg,image/jpeg,61197,2018-03-21 15:40:32.325686,1,,0,,,
2920,NEW ORLEANS,Bolso bandolera en eco-piel de la firma CAMINATTA. (V022082),2018-03-14 19:09:33.41342,2018-03-14 19:25:34.583999,17,37,1,DSCF7871.jpg,image/jpeg,63560,2018-03-14 19:09:30.904711,0,,1,,,
2842,BELLEVUE,Mochila en piel de la firma BIBA ( bel 2l ),2018-02-07 15:46:52.764738,2018-04-04 16:40:57.640121,55,15,1,DSCF2453.jpg,image/jpeg,58845,2018-02-07 15:46:49.167005,0,,1,,,
3021,TAMBORA,Bolso bandolera en eco-piel de la firma CAMINATTA. (A2032082OU). Antes: 61 € - Ahora: 36.60 €,2018-04-18 17:53:57.78695,2018-04-18 18:20:14.990047,17,37,1,DSCF8030.jpg,image/jpeg,66474,2018-04-18 17:53:56.901754,1,,0,,,
2985,CROSSWAVE,Maleta-spinner grande de AMERICAN TOURISTER by Samsonite. (19G008003). Antes: 186 € - Ahora: 130.20 €,2018-03-21 19:00:45.67569,2018-03-21 19:03:16.835997,4,7,3,DSCF7990.jpg,image/jpeg,62714,2018-03-21 19:00:43.896665,1,,0,,,
2869,DENIA,Billetera-monedero piel de la firma FRESNO. (58153147). PVP: 21 €,2018-02-17 11:53:44.357356,2018-02-17 11:55:27.737169,33,2,2,DSCF7641.jpg,image/jpeg,63728,2018-02-17 11:53:43.503279,0,,0,,,
2870,DENIA,Billetera-monedero piel de la firma FRESNO. (58156147). PVP:21 €,2018-02-17 12:05:21.234692,2018-02-17 12:06:44.817722,33,2,2,DSCF7642.jpg,image/jpeg,66347,2018-02-17 12:05:19.510658,0,,0,,,
2872,TORINO,Billetera-monedero piel de la firma FRESNO. (51253147). PVP: 25 €,2018-02-17 12:13:39.256849,2018-02-17 12:15:59.162111,33,2,2,DSCF7644.jpg,image/jpeg,65811,2018-02-17 12:13:37.945034,0,,0,,,
2971,SUNBEAM,Malata-spinner grande de AMERICAN TOURISTER by Samsonite con expandible. (12G008004). Antes: 129 € - Ahora: 90.30 € ,2018-03-21 15:50:04.483376,2018-03-21 15:53:38.82068,4,7,3,DSCF7977.jpg,image/jpeg,59849,2018-03-21 15:50:03.498667,1,,0,,,
2666,AURA,Bolso de nylon con tira larga regulable de HEDGREN (hauro1s).,2017-10-27 10:56:03.069363,2018-04-03 14:14:24.839095,26,38,1,DSCF2409.jpg,image/jpeg,65867,2017-10-27 10:55:59.589025,0,,1,,,
2664,DIAMOND STAR,Bolso en polyester de colgar de HEDGREN (hdsto1).,2017-10-27 09:44:55.507553,2018-04-03 14:15:30.478458,26,38,1,DSCF2405.jpg,image/jpeg,61398,2017-10-27 09:44:53.201803,0,,1,,,
2976,BON AIR,Maleta-spinner grande de AMERICAN TOURISTER by Samsonite en polipropileno. (85A012003). Antes: 140 € - Ahora: 98 €,2018-03-21 16:14:30.799503,2018-03-21 16:17:26.920675,4,7,3,DSCF7982.jpg,image/jpeg,64380,2018-03-21 16:14:27.709451,1,,0,,,
2849,MANHATTAN,Bolso  shopping en piel con asas largas en contraste de color de MANDARINA ( p10srt94 ).,2018-02-07 18:28:08.658192,2018-02-08 11:34:20.117883,2,36,1,DSCF2469.jpg,image/jpeg,58831,2018-02-07 18:28:05.615228,0,,1,,,
2851,MANHATTAN,Bolso en piel con picado y tira en contraste de MANDARINA ( P10SRT52 ).,2018-02-07 18:29:02.171936,2018-02-08 11:25:56.823466,2,36,1,DSCF2474.jpg,image/jpeg,72398,2018-02-07 18:28:57.586378,0,,1,,,
2807,SHOPPING,Bolso shopping piel. (8303087OU). Antes: 75 € - Ahora: 52.50 €,2018-02-01 17:12:15.062889,2018-04-27 10:41:41.090032,59,36,1,DSCF7520.jpg,image/jpeg,63792,2018-02-01 17:12:13.061797,1,,0,,,
2983,CROSSWAVE,Maleta-spinner cabina de AMERICAN TOURISTER by Samsonite. (19G008001). Antes: 143 € - Ahora: 100 €,2018-03-21 18:55:25.622464,2018-03-21 18:57:11.643316,4,7,3,DSCF7989.jpg,image/jpeg,65615,2018-03-21 18:55:24.560504,1,,0,,,
2984,CROSSWAVE,Maleta-spinner mediana de AMERICAN TOURISTER by Samsonite. (19G008002). Antes: 171 € - Ahora: 119.70 €,2018-03-21 18:58:55.16569,2018-03-21 19:00:15.649363,4,7,3,DSCF7990.jpg,image/jpeg,62714,2018-03-21 18:58:52.024741,1,,0,,,
2805,TOTE,Bolso tote piel. (5702002OU). Antes: 90 € - Ahora: 63 €,2018-02-01 16:56:05.817023,2018-04-27 10:45:12.539452,59,36,1,DSCF7517.jpg,image/jpeg,66921,2018-02-01 16:56:04.481427,1,,0,,,
2865,DANA,"Billetera-monedero mediana en piel, de la firma FRESNO. (9418147). PVP: 32 €",2018-02-17 10:29:40.771561,2018-02-17 11:34:10.451748,33,2,1,DSCF7634.jpg,image/jpeg,64893,2018-02-17 10:29:39.618899,0,,1,,,
2868,FRESOL,"Billetera-monedero pequeña en piel, de la firma FRESNO. (9151147). PVP: 28 €",2018-02-17 11:39:26.554956,2018-02-17 11:43:08.574016,33,2,1,DSCF7640.jpg,image/jpeg,61903,2018-02-17 11:39:25.286522,0,,1,,,
3023,LEO,Bolso tote en eco-piel de la firma CAMINATTA. (A60242082). Antes: 41 € - Ahora: 28.70 €,2018-04-18 18:02:07.490757,2018-04-18 18:17:49.396504,17,37,1,DSCF8033.jpg,image/jpeg,58187,2018-04-18 18:02:05.409177,1,,0,,,
3025,LEO,Bolso tote en eco-piel de la firma CAMINATTA. (A60222082).  Antes: 38 € - Ahora: 26.60 €,2018-04-18 18:09:21.998032,2018-04-18 18:18:23.934511,17,37,1,DSCF8035.jpg,image/jpeg,60284,2018-04-18 18:09:19.601253,1,,0,,,
3024,HYDRA,Bolso tira corta o larga en eco-piel de la firma CAMINATTA. (A141018082). Antes: 50 € - Ahora: 35 €,2018-04-18 18:07:02.890421,2018-04-18 18:19:08.846033,17,37,1,DSCF8034.jpg,image/jpeg,63782,2018-04-18 18:07:01.860203,1,,0,,,
3020,TAMBORA,Bolso shopping en eco-piel de la firma CAMINATTA. (A2035082OU). Antes: 66 € - Ahora: 39.60 €,2018-04-18 17:06:29.619903,2018-04-18 18:19:44.003457,17,37,1,DSCF8029.jpg,image/jpeg,56893,2018-04-18 17:06:28.429384,1,,0,,,
2802,TOTE,Bolso tote piel. (5701001OU). Antes: 70 € - Ahora: 49 €,2018-02-01 16:29:36.642549,2018-04-27 10:44:38.463751,59,36,1,DSCF7514.jpg,image/jpeg,57811,2018-02-01 16:29:35.583512,1,,0,,,
2812,AIR FORCE 1,Maleta-spinner cabina en policarbonato de AMERICAN TOURISTER by Samsonite. (18G061101). Antes: 130 € - Ahora: 78 €,2018-02-03 10:57:02.380814,2018-03-13 16:47:30.914142,4,7,3,DSCF7526.jpg,image/jpeg,70294,2018-02-03 10:57:00.112344,1,,0,,,
2815,AIR FORCE 1,Maleta-spinner cabina en policarbonato de AMERICAN TOURISTER by Samsonite. (18G060101). Antes: 130 € - Ahora: 78 €,2018-02-03 11:11:41.714681,2018-03-13 16:47:47.082474,4,7,3,DSCF7528.jpg,image/jpeg,71724,2018-02-03 11:11:38.114244,1,,0,,,
2773,CARPETA,Cartera-carpeta piel azul. (8501003OU). Antes: 45 € - Ahora: 31.50 €,2018-01-30 17:59:10.451846,2018-04-27 10:28:33.369433,59,36,1,DSCF7464.jpg,image/jpeg,62059,2018-01-30 17:59:09.497446,1,,0,,,
2778,CARPETA DOBLE,Cartera-carpeta dos dep. piel. (8503007OU). Antes: 67 € - Ahora: 46.90 €,2018-01-30 18:44:00.891414,2018-04-27 10:28:56.56067,59,36,1,DSCF7470.jpg,image/jpeg,62264,2018-01-30 18:43:59.347614,1,,0,,,
